Year;County;Species;Individuals;MBD
1846-50;Akershus;Bear;5.51563780140707;0.0447746288996019
1846-50;Aust_Agder;Bear;198.434193210162;0.726080468363677
1846-50;Buskerud;Bear;132.1571129717;0.303405997064726
1846-50;Finnmark;Bear;41.5889577036658;0.0278040307923548
1846-50;Hedmark;Bear;106.90620989084;0.130694934393631
1846-50;Hordaland;Bear;16.4789391278298;0.0352110718236797
1846-50;More_og_Romsdal;Bear;158.01643086203;0.362069640129458
1846-50;Nordland;Bear;297.704753779605;0.254114535972209
1846-50;Nord_Trondelag;Bear;285.303623710299;0.438926908337383
1846-50;Oppland;Bear;79.280716022128;0.10642380456002
1846-50;Ostfold;Bear;2.72209819162377;0.026776359100509
1846-50;Rogaland;Bear;18.0393513723409;0.0716095455766254
1846-50;Sogn_og_Fjordane;Bear;130.429284917683;0.229580182238293
1846-50;Sor_Trondelag;Bear;96.4539431362829;0.172910784037046
1846-50;Telemark;Bear;281.836568961565;0.619536712173101
1846-50;Troms;Bear;146.201730727821;0.180840344024581
1846-50;Vest_Agder;Bear;17.422185577512;0.0806488791951032
1846-50;Vestfold;Bear;20.5577223085135;0.373986134052878
1851-55;Akershus;Bear;3.18463295419804;0.0258520888861274
1851-55;Aust_Agder;Bear;182.068017732256;0.666195827697262
1851-55;Buskerud;Bear;140.980067139028;0.323661715020427
1851-55;Finnmark;Bear;36.9072458042566;0.0246741023450104
1851-55;Hedmark;Bear;91.4326063999741;0.111778151213901
1851-55;Hordaland;Bear;13.9731592473205;0.0298568924883159
1851-55;More_og_Romsdal;Bear;136.511578337651;0.312794674405561
1851-55;Nordland;Bear;272.289295642206;0.232420433781662
1851-55;Nord_Trondelag;Bear;260.254068856331;0.400389284719802
1851-55;Oppland;Bear;79.8167052557115;0.107143298735946
1851-55;Ostfold;Bear;1.82600636612391;0.0179618069361354
1851-55;Rogaland;Bear;16.4446357456597;0.0652791150088349
1851-55;Sogn_og_Fjordane;Bear;126.702907711829;0.223021054366446
1851-55;Sor_Trondelag;Bear;85.1243973592904;0.152600565715381
1851-55;Telemark;Bear;247.934971485322;0.545013791619411
1851-55;Troms;Bear;124.746275116538;0.154301588603335
1851-55;Vest_Agder;Bear;11.3164260535439;0.0523847638777656
1851-55;Vestfold;Bear;12.2989876368728;0.223743212893452
1856-60;Akershus;Bear;1.76257296176386;0.0143081458777653
1856-60;Aust_Agder;Bear;152.850331230784;0.559286876390552
1856-60;Buskerud;Bear;148.892820768338;0.341827796667069
1856-60;Finnmark;Bear;28.9323874148553;0.0193425619442266
1856-60;Hedmark;Bear;77.535720042325;0.0947889355954327
1856-60;Hordaland;Bear;12.5608594962937;0.026839186822665
1856-60;More_og_Romsdal;Bear;149.308522122094;0.342116845558989
1856-60;Nordland;Bear;230.535286636679;0.196780087133809
1856-60;Nord_Trondelag;Bear;242.320033960076;0.372798571399521
1856-60;Oppland;Bear;68.3054085205812;0.0916909156667772
1856-60;Ostfold;Bear;0.979505400217508;0.00963506328236699
1856-60;Rogaland;Bear;16.1622677049668;0.0641582184387741
1856-60;Sogn_og_Fjordane;Bear;118.635339935792;0.208820610950604
1856-60;Sor_Trondelag;Bear;77.5502986667882;0.139022651731667
1856-60;Telemark;Bear;198.898236145633;0.437220619498455
1856-60;Troms;Bear;92.3816684108504;0.1142690487576
1856-60;Vest_Agder;Bear;10.7348427581975;0.0496925619884215
1856-60;Vestfold;Bear;7.95764288862616;0.144765458713207
1861-65;Akershus;Bear;1.16904732051712;0.00949004663229965
1861-65;Aust_Agder;Bear;125.220972631197;0.458189694962099
1861-65;Buskerud;Bear;138.894876981157;0.31887454023511
1861-65;Finnmark;Bear;26.8388820518826;0.017942962368041
1861-65;Hedmark;Bear;60.9146881075677;0.07446939868092
1861-65;Hordaland;Bear;10.3130020690827;0.0220361185726432
1861-65;More_og_Romsdal;Bear;129.149797807991;0.295926319560783
1861-65;Nordland;Bear;169.828869016732;0.144962361860103
1861-65;Nord_Trondelag;Bear;196.09598007199;0.301684924821657
1861-65;Oppland;Bear;51.1127397898022;0.0686120472019805
1861-65;Ostfold;Bear;0;0
1861-65;Rogaland;Bear;13.5837806453589;0.0539225795400918
1861-65;Sogn_og_Fjordane;Bear;94.0410143960498;0.165529951625089
1861-65;Sor_Trondelag;Bear;66.4576056780089;0.119137034001534
1861-65;Telemark;Bear;153.859133231715;0.338215093560761
1861-65;Troms;Bear;76.6656445952556;0.0948295309122084
1861-65;Vest_Agder;Bear;11.667642387555;0.0540105761828285
1861-65;Vestfold;Bear;6.89327151176934;0.125402412046194
1866-70;Akershus;Bear;0.716021304850926;0.00581248975426384
1866-70;Aust_Agder;Bear;106.733747521276;0.390544029417254
1866-70;Buskerud;Bear;131.832097394736;0.302659827048046
1866-70;Finnmark;Bear;22.8156968015461;0.0152532876861039
1866-70;Hedmark;Bear;43.9861783304144;0.0537739640848745
1866-70;Hordaland;Bear;5.54739008094072;0.0118532843078531
1866-70;More_og_Romsdal;Bear;100.348255785217;0.229932144787501
1866-70;Nordland;Bear;133.490438914777;0.113944639818106
1866-70;Nord_Trondelag;Bear;145.338252348989;0.223596423126671
1866-70;Oppland;Bear;38.745166637477;0.0520102270610343
1866-70;Ostfold;Bear;0;0
1866-70;Rogaland;Bear;7.44597603958412;0.0295577678799806
1866-70;Sogn_og_Fjordane;Bear;79.9702827826062;0.140762805733894
1866-70;Sor_Trondelag;Bear;49.90859856226;0.0894700063780424
1866-70;Telemark;Bear;146.232605483626;0.321450363760946
1866-70;Troms;Bear;68.7245708859788;0.0850070309023853
1866-70;Vest_Agder;Bear;12.7863561503685;0.0591892037843792
1866-70;Vestfold;Bear;8.5145928180942;0.154897493179715
1871-75;Akershus;Bear;0.653109822140618;0.00530178937956571
1871-75;Aust_Agder;Bear;99.0654603844489;0.362485389795816
1871-75;Buskerud;Bear;132.852852465292;0.305003274199524
1871-75;Finnmark;Bear;15.3931590693117;0.010290997716373
1871-75;Hedmark;Bear;33.9509593831004;0.0415057124717631
1871-75;Hordaland;Bear;2.28664266923607;0.00488594190663568
1871-75;More_og_Romsdal;Bear;91.0921505750941;0.20872324477535
1871-75;Nordland;Bear;129.784983865035;0.11078174107841
1871-75;Nord_Trondelag;Bear;140.124754741693;0.215575689437292
1871-75;Oppland;Bear;35.6567857471107;0.0478644869520334
1871-75;Ostfold;Bear;0;0
1871-75;Rogaland;Bear;4.37606750398889;0.0173713676786494
1871-75;Sogn_og_Fjordane;Bear;78.5488048732435;0.138260736066908
1871-75;Sor_Trondelag;Bear;36.0252296142406;0.0645816075026771
1871-75;Telemark;Bear;161.603281608919;0.355238378515838
1871-75;Troms;Bear;54.0334156248498;0.0668351969691258
1871-75;Vest_Agder;Bear;13.1567790822845;0.0609039251753483
1871-75;Vestfold;Bear;13.1954810572095;0.24005222336864
1876-80;Akershus;Bear;0.402464829441279;0.00326711325728781
1876-80;Aust_Agder;Bear;72.4850327780629;0.265226298438958
1876-80;Buskerud;Bear;104.600796482878;0.240142268827014
1876-80;Finnmark;Bear;13.3174159925695;0.00890327300266442
1876-80;Hedmark;Bear;22.4796983290222;0.0274818712710899
1876-80;Hordaland;Bear;1.50104828772587;0.00320733747845863
1876-80;More_og_Romsdal;Bear;77.8482915529525;0.178377038093471
1876-80;Nordland;Bear;114.000159382058;0.0973081458537126
1876-80;Nord_Trondelag;Bear;125.629214312872;0.19327494659232
1876-80;Oppland;Bear;31.8196441189965;0.0427136352545592
1876-80;Ostfold;Bear;0;0
1876-80;Rogaland;Bear;3.62163091381012;0.0143765337584057
1876-80;Sogn_og_Fjordane;Bear;81.970093736;0.14428285081742
1876-80;Sor_Trondelag;Bear;23.2216703217723;0.0416289587696185
1876-80;Telemark;Bear;153.55811291462;0.337553386890695
1876-80;Troms;Bear;34.678950176436;0.0428952054746408
1876-80;Vest_Agder;Bear;10.7669081390907;0.0498409955485217
1876-80;Vestfold;Bear;12.4415515726897;0.226336736359301
1881-85;Akershus;Bear;0.126818484601099;0.00102948213607781
1881-85;Aust_Agder;Bear;48.0838716001643;0.175941250080877
1881-85;Buskerud;Bear;74.5090399672857;0.171057683186911
1881-85;Finnmark;Bear;15.7263053365787;0.010513720515522
1881-85;Hedmark;Bear;12.2307166814646;0.0149522905722998
1881-85;Hordaland;Bear;1.27519904967305;0.00272475824925503
1881-85;More_og_Romsdal;Bear;59.385630838443;0.136072773377028
